id,age,region,industry,company_size,acquisition_channel,visits_30d,emails_opened_30d,avg_session_min,support_tickets_90d,last_purchase_days,orders_12m,total_spend_12m,converted,cluster
1598,55.0,Midwest,Healthcare,11-50,ads,10,5,5.77,1,3,1,359.75,1,1
1599,61.0,West,SaaS,51-200,events,10,4,7.4,2,62,1,359.63,0,1
1600,54.0,West,E-commerce,51-200,web,12,2,8.5,1,43,1,733.0,1,2
1601,33.0,Midwest,SaaS,51-200,ads,18,3,7.47,2,27,5,1078.89,1,2
1602,56.0,South,SaaS,1-10,ads,5,2,6.34,1,134,8,213.01,0,0
1603,60.0,Midwest,E-commerce,201-1000,referral,4,2,5.25,2,1,6,337.68,0,1
1604,34.0,South,E-commerce,1000+,partner,8,1,8.54,3,76,2,127.29,0,1
1605,24.0,Northeast,SaaS,51-200,referral,6,2,4.59,0,48,2,294.19,0,1
1606,64.0,Northeast,E-commerce,51-200,ads,12,5,,4,102,2,432.96,0,2
1607,25.0,South,Finance,1-10,events,10,3,9.48,0,25,0,818.78,0,2
1608,48.0,Midwest,E-commerce,51-200,referral,7,6,7.29,1,4,0,344.99,0,1
1609,30.0,South,E-commerce,11-50,web,11,2,7.37,1,38,1,783.22,0,2
1610,24.0,Midwest,SaaS,201-1000,events,8,2,7.82,2,191,6,663.05,0,0
1611,58.0,West,SaaS,1-10,referral,5,1,6.29,1,62,0,629.7,0,1
1612,25.0,West,SaaS,201-1000,partner,9,2,3.34,0,274,6,966.77,0,0
1613,52.0,South,Healthcare,11-50,partner,6,2,7.05,1,9,4,692.84,0,1
1614,54.0,West,Finance,51-200,ads,10,2,6.46,1,6,0,942.3,0,2
1615,21.0,Midwest,Education,51-200,web,8,3,4.61,0,143,2,1259.3,0,0
1616,26.0,South,Finance,11-50,events,11,3,4.1,0,8,2,1055.6,0,2
1617,59.0,Northeast,Finance,11-50,partner,8,2,6.4,2,36,0,663.47,0,1
1618,44.0,West,Manufacturing,201-1000,ads,8,3,3.51,1,110,4,511.75,0,1
1619,24.0,West,E-commerce,51-200,events,11,2,6.18,0,42,2,430.89,0,2
1620,69.0,West,Education,1-10,partner,9,2,5.92,1,31,0,812.99,0,1
1621,31.0,West,Manufacturing,11-50,partner,12,1,6.24,4,25,4,322.34,1,2
1622,18.0,West,Finance,11-50,web,7,2,7.39,0,134,3,659.34,0,0
1623,66.0,Midwest,Manufacturing,51-200,partner,7,4,7.87,1,32,4,176.38,0,1
1624,18.0,West,SaaS,51-200,referral,4,1,4.93,1,74,2,806.84,1,2
1625,46.0,South,Manufacturing,1-10,web,14,3,8.41,4,33,2,741.11,0,2
1626,69.0,Midwest,Finance,51-200,referral,8,1,6.02,0,1,3,660.48,1,1
1627,48.0,South,E-commerce,201-1000,web,8,5,10.36,1,14,1,803.73,0,2
1628,48.0,Midwest,SaaS,201-1000,web,1,2,5.21,2,65,1,402.57,0,1
1629,38.0,Midwest,Education,1-10,partner,14,1,2.96,0,47,2,651.97,0,2
1630,24.0,Midwest,Healthcare,11-50,ads,10,2,8.33,3,13,0,443.67,0,2
1631,47.0,Northeast,E-commerce,11-50,referral,7,3,7.44,0,108,6,1012.54,0,0
1632,64.0,South,Healthcare,1-10,web,8,2,9.14,0,54,2,335.91,0,1
1633,22.0,West,Manufacturing,11-50,partner,5,4,,0,161,2,647.62,0,0
1634,63.0,South,Healthcare,1-10,partner,3,4,11.65,1,15,1,1080.44,0,1
1635,39.0,South,SaaS,1-10,ads,15,1,6.08,2,160,4,729.65,0,0
1636,45.0,Midwest,E-commerce,51-200,web,6,0,8.8,1,46,1,590.74,0,1
1637,26.0,South,SaaS,11-50,web,11,1,5.34,1,206,3,423.08,0,0
1638,50.0,Northeast,Education,201-1000,web,12,1,,1,112,3,1245.92,0,2
1639,27.0,West,Education,1-10,web,11,1,7.99,2,42,2,595.0,0,2
1640,32.0,Northeast,Manufacturing,51-200,events,9,2,8.33,2,70,2,252.87,0,1
1641,55.0,South,Finance,11-50,referral,8,5,8.21,0,63,1,928.32,0,2
1642,20.0,South,Education,201-1000,partner,7,2,0.5,2,12,2,316.21,0,1
1643,41.0,South,Healthcare,201-1000,events,7,1,6.35,4,7,4,924.05,0,2
1644,48.0,West,Finance,11-50,events,8,4,5.23,3,73,1,915.73,0,2
1645,24.0,Midwest,,51-200,referral,3,1,5.67,1,102,3,1015.83,0,0
1646,33.0,West,Finance,11-50,ads,11,6,5.88,0,46,0,824.92,1,2
1647,35.0,South,Finance,51-200,ads,7,4,8.65,0,43,3,656.87,0,2
1648,52.0,West,SaaS,1-10,web,6,2,6.95,0,4,5,192.73,0,1
1649,68.0,South,Finance,11-50,partner,6,2,5.38,1,16,1,647.58,0,1
1650,61.0,West,Education,1-10,ads,5,1,3.27,3,18,0,320.36,0,1
1651,27.0,West,Healthcare,201-1000,referral,7,2,9.87,1,4,0,625.97,0,2
1652,18.0,Midwest,Finance,11-50,ads,4,1,5.08,1,97,8,321.34,0,0
1653,20.0,West,E-commerce,51-200,partner,7,2,6.21,2,47,4,950.98,0,2
1654,48.0,South,E-commerce,11-50,web,8,2,11.21,5,15,2,418.8,0,1
1655,26.0,Midwest,SaaS,11-50,partner,7,0,5.14,1,20,2,666.61,0,1
1656,30.0,West,E-commerce,11-50,events,4,4,5.89,1,30,2,679.95,0,2
1657,62.0,Midwest,Education,1000+,partner,12,4,7.01,2,42,1,462.5,1,1
1658,63.0,South,Manufacturing,201-1000,partner,8,2,2.97,2,83,1,511.42,0,1
1659,61.0,Northeast,Finance,1-10,web,9,3,2.71,4,71,2,428.48,0,1
1660,31.0,Midwest,,201-1000,partner,9,1,5.44,0,8,3,819.06,0,2
1661,50.0,West,Finance,11-50,partner,8,5,5.52,2,7,0,471.15,1,1
1662,49.0,Midwest,Healthcare,1-10,ads,13,5,6.8,1,24,0,1053.99,0,2
1663,27.0,Midwest,Healthcare,51-200,ads,12,4,4.35,1,56,4,833.9,1,2
1664,46.0,Midwest,Finance,1-10,partner,7,2,7.45,3,96,2,630.61,0,1
1665,45.0,South,,11-50,web,8,5,1.76,1,11,3,365.28,0,1
1666,38.0,West,Healthcare,51-200,referral,9,1,6.35,4,9,4,605.85,0,2
1667,57.0,West,Finance,11-50,partner,8,5,7.29,2,142,2,0.0,0,1
1668,53.0,Northeast,Healthcare,201-1000,events,11,1,7.22,0,44,2,490.14,0,1
1669,45.0,South,E-commerce,51-200,referral,8,0,6.14,2,24,4,327.8,0,1
1670,55.0,South,E-commerce,201-1000,ads,5,4,5.05,0,61,2,503.59,1,1
1671,57.0,South,SaaS,51-200,events,10,8,6.08,1,134,1,520.76,0,0
1672,47.0,Midwest,Healthcare,201-1000,web,3,3,9.21,3,1,0,358.54,1,1
1673,31.0,Midwest,Education,11-50,referral,8,3,5.18,1,114,1,705.3,1,0
1674,57.0,South,Education,51-200,web,5,2,,1,14,0,608.17,0,1
1675,55.0,South,Manufacturing,51-200,referral,1,3,9.0,1,188,1,992.67,0,0
1676,69.0,South,SaaS,1000+,partner,9,4,2.68,2,1,0,302.21,0,1
1677,25.0,South,Education,1-10,referral,7,6,6.22,1,23,4,721.35,0,2
1678,39.0,West,Education,51-200,events,8,3,4.35,0,121,3,670.93,0,0
1679,66.0,South,Healthcare,201-1000,events,3,3,3.2,3,2,1,390.21,0,1
1680,44.0,Midwest,E-commerce,11-50,events,8,0,8.24,3,155,3,472.2,0,0
1681,,West,Healthcare,201-1000,partner,7,3,7.54,0,13,0,800.19,0,2
1682,18.0,West,Education,11-50,partner,9,1,7.08,0,7,0,448.62,1,1
1683,19.0,Northeast,Manufacturing,1-10,ads,6,7,4.11,3,86,2,577.46,0,2
1684,59.0,South,Finance,51-200,events,11,3,6.96,1,62,2,701.26,0,2
1685,36.0,Midwest,Finance,11-50,web,6,2,3.62,2,76,4,1006.94,0,2
1686,45.0,South,Finance,1-10,partner,9,2,,0,23,2,500.45,0,1
1687,40.0,Midwest,SaaS,1-10,web,9,4,5.04,1,1,0,569.88,0,2
1688,39.0,South,Finance,1-10,referral,7,3,8.81,1,92,2,583.29,1,0
1689,66.0,Midwest,SaaS,201-1000,referral,16,1,5.7,1,234,0,221.99,0,0
1690,22.0,South,Manufacturing,201-1000,partner,13,3,7.01,2,91,4,782.99,0,2
1691,58.0,West,Manufacturing,51-200,partner,6,3,7.01,2,25,2,295.43,0,1
1692,64.0,Midwest,Finance,1-10,web,14,3,6.33,2,17,3,461.84,0,1
1693,52.0,West,Healthcare,51-200,partner,8,3,6.73,0,60,0,183.36,0,1
1694,38.0,West,Education,201-1000,referral,6,0,7.17,0,8,1,178.29,0,1
1695,26.0,West,Finance,201-1000,web,9,1,4.53,1,108,3,234.8,0,0
1696,53.0,Northeast,Education,11-50,ads,9,7,7.39,0,7,2,313.07,1,1
1697,42.0,West,Finance,1-10,ads,13,6,8.4,3,61,2,749.58,1,2
1698,25.0,Northeast,E-commerce,1000+,referral,8,3,7.37,2,55,2,938.19,1,2
1699,36.0,Midwest,SaaS,201-1000,referral,11,0,5.72,0,183,2,662.65,0,0
1700,68.0,West,E-commerce,1-10,events,7,4,6.88,3,60,4,693.21,0,1
1701,31.0,South,Finance,201-1000,referral,7,4,,2,28,0,921.49,1,2
1702,27.0,South,Healthcare,1-10,events,5,0,6.24,1,103,2,143.84,0,1
1703,53.0,Midwest,Finance,1-10,events,5,3,3.89,1,33,1,677.27,0,1
1704,28.0,West,E-commerce,201-1000,referral,9,5,9.54,2,32,2,657.47,0,2
1705,,South,Manufacturing,51-200,ads,6,4,10.76,2,45,1,1064.53,0,2
1706,62.0,South,Healthcare,11-50,partner,10,4,4.95,1,4,3,188.02,0,1
1707,69.0,West,Manufacturing,1000+,ads,8,3,8.23,0,47,1,520.8,0,1
1708,65.0,Midwest,Healthcare,201-1000,ads,8,1,9.71,3,88,3,542.15,0,1
1709,30.0,Northeast,Healthcare,1-10,referral,13,7,4.39,0,30,6,401.95,0,2
1710,29.0,South,Finance,51-200,web,9,2,1.75,1,23,2,1195.11,1,2
1711,35.0,West,E-commerce,201-1000,web,7,4,9.84,1,5,1,270.91,0,1
1712,42.0,Midwest,E-commerce,51-200,referral,10,3,6.48,0,19,4,662.76,0,2
1713,63.0,Midwest,Healthcare,1000+,partner,10,2,5.36,3,6,2,812.93,0,1
1714,56.0,Northeast,Education,51-200,referral,7,2,6.6,1,42,1,269.73,0,1
1715,51.0,West,SaaS,1-10,web,9,6,5.69,0,124,0,701.33,0,0
1716,63.0,Midwest,Healthcare,1-10,referral,3,3,13.01,2,13,2,740.31,0,1
1717,,South,Education,201-1000,ads,9,4,5.33,1,53,1,568.15,0,2
1718,37.0,West,Education,1000+,referral,5,4,7.22,0,9,3,854.07,0,2
1719,39.0,Northeast,Healthcare,1-10,referral,12,5,9.34,2,11,1,1058.85,1,2
1720,44.0,South,SaaS,1-10,web,8,1,9.33,0,195,1,962.46,0,0
1721,,South,SaaS,201-1000,referral,3,3,8.91,2,32,3,698.14,0,1
1722,56.0,West,Healthcare,1-10,referral,2,3,5.56,1,76,1,1107.6,0,1
1723,,Midwest,Education,1-10,events,9,4,6.17,0,113,2,936.01,0,0
1724,56.0,Midwest,SaaS,201-1000,events,12,4,1.72,1,26,3,504.52,1,1
1725,45.0,Northeast,Manufacturing,201-1000,referral,8,4,6.34,0,82,3,279.47,0,1
1726,58.0,South,Education,201-1000,web,11,2,6.57,1,42,7,485.96,0,1
1727,67.0,West,SaaS,51-200,web,7,2,8.13,1,1,1,159.25,0,1
1728,47.0,Northeast,Healthcare,11-50,referral,10,8,10.45,2,28,2,817.25,0,2
1729,41.0,Midwest,E-commerce,1000+,ads,8,2,8.06,1,88,1,588.32,0,0
1730,23.0,West,Manufacturing,11-50,ads,9,1,8.86,2,60,2,425.61,0,2
1731,58.0,Northeast,Finance,11-50,referral,6,3,6.46,0,4,0,757.51,1,1
1732,65.0,Midwest,E-commerce,201-1000,referral,10,2,9.33,2,3,5,778.35,0,2
1733,54.0,South,E-commerce,51-200,referral,7,2,6.52,2,44,0,615.25,0,1
1734,63.0,Midwest,Finance,201-1000,ads,3,5,9.01,1,28,1,423.27,0,1
1735,,Midwest,SaaS,1-10,partner,6,1,8.27,3,1,2,389.63,0,1
1736,59.0,South,E-commerce,1000+,web,9,3,7.36,1,22,4,265.05,0,1
1737,44.0,Northeast,SaaS,51-200,ads,15,1,3.11,2,18,1,883.09,0,2
1738,23.0,South,Finance,51-200,partner,2,0,8.91,0,67,3,897.76,0,0
1739,18.0,South,Education,1000+,partner,7,2,,1,49,1,588.82,0,2
1740,28.0,South,Healthcare,11-50,ads,8,2,8.05,0,297,3,700.73,0,0
1741,40.0,Northeast,SaaS,201-1000,ads,6,3,,2,148,0,594.59,0,0
1742,56.0,West,Healthcare,51-200,partner,7,4,7.57,3,55,2,569.28,0,1
1743,41.0,Northeast,Manufacturing,201-1000,referral,14,3,9.36,0,91,1,1038.23,1,2
1744,19.0,West,E-commerce,201-1000,ads,8,2,5.46,1,37,0,380.25,0,1
1745,28.0,Midwest,SaaS,51-200,referral,8,4,7.53,1,203,1,743.89,1,0
1746,68.0,West,SaaS,1-10,ads,14,3,4.79,4,24,3,839.03,1,2
1747,69.0,Northeast,Education,1-10,web,9,2,7.77,0,110,1,755.62,0,0
1748,37.0,Northeast,SaaS,1000+,referral,13,5,,2,63,4,807.5,0,2
1749,59.0,South,Finance,1000+,web,8,1,5.11,0,13,5,1013.84,0,1
1750,55.0,Northeast,Manufacturing,1000+,referral,6,2,6.71,1,37,1,519.79,0,1
1751,66.0,Midwest,Finance,1-10,ads,5,3,5.25,1,34,3,746.15,0,1
1752,64.0,South,Healthcare,11-50,ads,7,3,5.67,1,5,3,421.09,1,1
1753,50.0,West,E-commerce,201-1000,events,7,1,7.28,2,83,3,557.53,0,1
1754,38.0,Northeast,SaaS,201-1000,web,7,2,,0,12,1,1118.21,0,2
1755,50.0,West,SaaS,1-10,events,6,6,2.27,0,100,4,124.11,0,1
1756,34.0,West,Manufacturing,51-200,referral,8,7,7.32,0,190,0,79.17,0,0
1757,36.0,West,SaaS,1-10,partner,1,2,5.83,1,48,2,527.63,0,1
1758,49.0,South,,51-200,partner,15,1,5.59,1,177,1,814.52,0,0
1759,47.0,South,Education,11-50,events,6,5,4.02,1,30,4,763.43,0,2
1760,48.0,South,Healthcare,1-10,web,5,2,6.4,4,104,2,460.39,0,1
1761,38.0,South,Healthcare,1-10,events,7,4,5.35,0,11,2,899.7,0,2
1762,39.0,West,Education,1000+,web,7,5,9.3,2,23,4,1192.32,1,2
1763,18.0,Northeast,Finance,201-1000,events,6,2,2.65,0,3,2,414.5,0,1
1764,49.0,Midwest,Manufacturing,1000+,partner,7,2,4.38,0,5,2,728.1,0,1
1765,47.0,Northeast,Healthcare,51-200,ads,8,4,4.23,2,21,3,914.13,1,2
1766,66.0,West,Education,11-50,referral,5,4,7.07,2,24,3,548.34,0,1
1767,44.0,Midwest,Manufacturing,11-50,web,11,3,9.08,1,183,2,1124.55,0,0
1768,42.0,South,Healthcare,51-200,events,6,3,7.61,0,21,1,905.3,0,2
1769,21.0,West,E-commerce,11-50,partner,8,3,4.09,1,68,1,625.23,0,2
1770,28.0,West,Manufacturing,201-1000,events,12,5,5.56,1,201,3,570.17,0,0
1771,35.0,Northeast,E-commerce,201-1000,partner,9,3,4.72,4,211,1,194.56,0,0
1772,37.0,West,SaaS,201-1000,events,10,3,7.62,1,182,4,1034.38,0,0
1773,36.0,West,Finance,11-50,events,5,6,5.51,3,198,3,658.24,0,0
1774,38.0,Northeast,Manufacturing,51-200,ads,8,2,3.39,0,9,2,674.74,0,1
1775,57.0,South,SaaS,11-50,partner,10,1,7.79,0,158,2,839.96,1,0
1776,24.0,Midwest,,1-10,referral,3,4,9.28,0,32,2,535.24,0,1
1777,35.0,South,Education,201-1000,partner,5,2,6.11,2,54,1,118.0,0,1
1778,26.0,South,Manufacturing,51-200,partner,7,4,6.76,0,113,2,162.61,0,0
1779,34.0,Midwest,Healthcare,201-1000,ads,11,3,3.19,1,26,2,655.83,1,2
1780,53.0,Northeast,E-commerce,1-10,partner,6,0,1.97,0,141,2,453.09,0,1
1781,20.0,Northeast,,1000+,referral,10,3,2.43,2,29,1,452.08,0,2
1782,35.0,Northeast,SaaS,1000+,partner,7,1,6.4,0,113,0,1361.19,1,0
1783,19.0,South,Manufacturing,51-200,ads,7,1,,1,42,3,296.24,0,1
1784,67.0,Midwest,Finance,201-1000,referral,9,4,7.7,0,20,0,320.55,1,1
1785,55.0,Northeast,Healthcare,11-50,events,11,0,6.07,1,37,3,751.65,0,1
1786,30.0,South,Finance,201-1000,web,6,1,8.67,3,129,0,324.37,0,0
1787,28.0,South,Education,201-1000,partner,12,1,8.42,0,90,5,635.37,0,0
1788,23.0,South,Finance,201-1000,referral,11,3,5.79,0,5,0,402.25,0,2
1789,42.0,West,Manufacturing,201-1000,referral,6,2,4.29,0,19,0,680.13,0,1
1790,57.0,Midwest,Manufacturing,51-200,web,11,4,2.28,1,27,2,660.16,0,1
1791,48.0,West,Manufacturing,201-1000,web,10,4,9.65,3,92,3,598.7,0,2
1792,63.0,Northeast,Finance,51-200,web,11,4,4.43,2,2,2,957.16,0,2
1793,35.0,South,,1-10,events,5,1,3.21,0,5,3,777.3,0,1
1794,32.0,West,E-commerce,1-10,events,13,0,6.79,2,57,1,1331.52,1,2
1795,42.0,West,SaaS,201-1000,ads,3,1,3.23,1,49,1,662.87,0,1
1796,28.0,South,Healthcare,51-200,web,6,9,6.78,5,26,5,755.81,0,2
1797,68.0,South,Manufacturing,51-200,events,8,3,5.76,1,9,4,446.05,0,1
1798,27.0,Midwest,SaaS,1000+,partner,11,1,8.53,0,5,1,819.97,1,2
1799,42.0,South,Finance,51-200,ads,5,3,8.34,1,40,1,1020.71,0,2
1800,45.0,West,E-commerce,11-50,events,7,1,8.93,1,72,2,928.12,0,0
1801,20.0,West,Healthcare,11-50,ads,10,1,6.95,2,64,2,521.8,1,2
1802,42.0,South,SaaS,51-200,referral,6,1,4.61,2,55,0,440.6,1,1
1803,41.0,Northeast,Education,201-1000,partner,4,2,4.22,1,45,4,518.51,0,1
1804,31.0,South,,51-200,ads,10,0,5.33,1,69,2,875.58,0,2
1805,24.0,Northeast,Education,51-200,partner,8,0,10.89,1,124,4,760.19,1,0
1806,20.0,Midwest,Education,201-1000,partner,9,2,5.95,0,38,1,795.51,0,2
1807,,Midwest,E-commerce,201-1000,events,7,6,6.85,2,38,1,452.07,0,2
1808,43.0,South,Finance,201-1000,referral,6,2,9.84,1,36,2,737.86,1,1
1809,22.0,Northeast,SaaS,1-10,web,6,2,7.06,0,52,1,359.13,0,1
1810,67.0,Northeast,Healthcare,201-1000,ads,10,3,4.85,1,51,0,577.84,0,1
1811,30.0,Northeast,Finance,51-200,partner,4,2,8.11,0,135,1,590.96,0,0
1812,51.0,West,Education,1-10,events,5,1,5.56,3,29,1,555.73,0,1
1813,53.0,South,SaaS,51-200,referral,7,2,,0,22,1,756.8,0,1
1814,43.0,Northeast,Education,201-1000,partner,7,3,7.63,3,78,2,556.7,0,1
1815,63.0,Northeast,Healthcare,51-200,events,7,5,5.41,2,261,4,165.6,0,0
1816,23.0,South,Manufacturing,201-1000,events,6,2,6.91,1,38,2,414.36,1,1
1817,30.0,Midwest,Finance,11-50,events,12,1,10.02,1,89,0,490.41,1,0
1818,31.0,South,Finance,11-50,events,6,1,5.12,0,353,0,851.92,0,0
1819,25.0,Midwest,Education,11-50,partner,10,7,9.4,2,162,1,392.24,0,0
1820,33.0,West,Education,11-50,referral,5,3,5.2,1,25,2,867.05,0,2
1821,34.0,Midwest,SaaS,51-200,ads,6,6,10.46,2,85,0,858.8,0,2
1822,57.0,South,Finance,201-1000,partner,11,1,4.62,3,44,4,570.82,0,1
1823,33.0,Northeast,SaaS,201-1000,referral,0,1,5.63,4,138,2,328.92,1,1
1824,63.0,West,Healthcare,1-10,partner,6,2,9.82,1,196,2,357.22,0,0
1825,58.0,West,Education,11-50,ads,13,1,9.91,2,17,2,505.05,0,1
1826,64.0,South,Manufacturing,1-10,partner,0,0,8.3,0,88,0,423.49,1,1
1827,23.0,South,E-commerce,51-200,ads,12,3,4.12,1,6,1,641.11,0,2
1828,69.0,Northeast,Healthcare,11-50,partner,8,2,6.68,1,73,3,389.65,0,1
1829,49.0,West,Finance,51-200,web,5,2,6.5,2,241,1,775.92,0,0
1830,69.0,South,Healthcare,201-1000,partner,2,3,4.62,0,151,1,632.22,0,0
1831,36.0,Midwest,E-commerce,51-200,events,8,5,8.03,2,87,3,602.21,0,2
1832,67.0,Midwest,E-commerce,11-50,events,4,1,4.79,0,43,2,477.31,1,1
1833,48.0,South,Healthcare,11-50,events,3,3,3.66,1,125,1,453.98,0,1
1834,21.0,West,Finance,51-200,referral,7,5,2.93,1,50,1,820.01,0,2
1835,39.0,South,Manufacturing,51-200,web,10,3,10.27,3,91,3,558.9,1,2
1836,,South,Finance,1-10,partner,14,7,5.38,0,38,2,915.43,0,2
1837,66.0,South,Healthcare,201-1000,web,5,3,5.42,1,47,2,656.49,1,1
1838,33.0,Midwest,Finance,51-200,referral,6,0,,3,32,1,227.52,0,1
1839,29.0,Midwest,Education,51-200,partner,9,1,9.51,0,82,2,737.25,0,0
1840,46.0,Northeast,Healthcare,1-10,ads,6,3,3.46,1,154,2,652.15,0,0
1841,40.0,West,Healthcare,11-50,partner,12,1,3.85,0,266,3,464.01,0,0
1842,23.0,Midwest,E-commerce,11-50,partner,7,3,5.79,1,100,5,929.63,1,2
1843,60.0,Midwest,Manufacturing,11-50,web,9,2,6.45,0,88,4,316.26,0,1
1844,61.0,Midwest,Manufacturing,51-200,partner,11,3,7.95,3,36,2,929.46,0,2
1845,56.0,Northeast,E-commerce,51-200,ads,10,0,5.01,4,30,4,490.03,1,1
1846,50.0,South,Healthcare,201-1000,ads,10,1,9.9,2,27,0,818.35,0,2
1847,38.0,Midwest,E-commerce,1000+,ads,9,1,5.03,0,214,3,1046.28,0,0
1848,46.0,Northeast,Manufacturing,11-50,ads,4,1,4.28,3,136,1,368.54,0,1
1849,45.0,West,SaaS,1-10,ads,8,1,4.07,1,171,1,192.42,0,0
1850,26.0,Midwest,E-commerce,201-1000,referral,8,5,4.8,1,22,0,812.92,0,2
1851,22.0,Midwest,E-commerce,1000+,referral,9,5,3.93,1,5,1,269.37,0,2
1852,31.0,Midwest,Finance,201-1000,web,9,2,8.15,2,50,3,592.78,0,2
1853,41.0,West,E-commerce,1-10,referral,5,2,4.3,0,13,1,314.34,0,1
1854,26.0,Midwest,Finance,11-50,referral,3,5,6.21,0,74,7,302.31,0,1
1855,23.0,South,Education,1-10,ads,9,1,4.23,0,18,3,133.61,0,1
1856,62.0,West,Education,201-1000,events,2,1,3.92,1,6,2,671.38,0,1
1857,37.0,South,SaaS,51-200,web,2,4,8.93,0,31,4,656.54,0,1
1858,,Midwest,SaaS,51-200,referral,6,3,10.03,2,70,0,447.83,0,1
1859,45.0,South,SaaS,51-200,web,8,3,9.29,1,51,0,774.21,0,2
1860,56.0,Midwest,Manufacturing,11-50,events,4,3,3.26,1,14,3,456.34,0,1
1861,56.0,Midwest,Finance,51-200,partner,7,10,3.57,0,66,2,291.39,1,1
1862,33.0,South,Finance,1-10,referral,7,3,10.85,3,2,0,326.43,0,1
1863,,Midwest,Education,51-200,ads,7,7,5.94,3,43,8,1037.5,0,2
1864,,Northeast,Finance,201-1000,partner,7,3,3.48,0,50,2,840.89,0,1
1865,61.0,Midwest,E-commerce,51-200,events,2,1,8.88,4,20,3,500.76,0,1
1866,39.0,Northeast,Finance,11-50,ads,4,1,6.65,0,3,3,971.8,0,1
1867,23.0,Midwest,Education,201-1000,referral,11,2,7.75,4,103,1,549.39,0,2
1868,57.0,South,SaaS,201-1000,partner,13,2,1.58,1,99,2,633.64,1,1
1869,19.0,West,Finance,1-10,partner,8,6,5.78,2,26,1,583.37,0,2
1870,58.0,Northeast,Healthcare,1-10,partner,9,4,8.59,0,20,1,630.87,0,1
1871,20.0,South,SaaS,51-200,web,13,4,5.09,0,14,3,520.5,0,2
1872,28.0,Midwest,E-commerce,11-50,partner,8,2,9.22,1,27,3,780.43,0,2
1873,49.0,Northeast,Healthcare,1-10,web,14,3,3.6,1,36,1,892.87,1,2
1874,66.0,Midwest,Healthcare,1-10,events,6,2,6.25,0,87,1,195.9,0,1
1875,39.0,Northeast,E-commerce,1-10,events,4,3,10.12,3,6,3,845.71,1,2
1876,24.0,Northeast,Finance,51-200,ads,8,3,3.97,2,78,3,815.62,0,2
1877,30.0,Midwest,Healthcare,51-200,partner,11,4,7.1,0,104,2,529.86,0,0
1878,64.0,Midwest,Healthcare,1-10,web,8,2,7.79,4,13,0,448.92,0,1
1879,55.0,South,Education,201-1000,events,14,3,6.7,1,129,2,646.85,0,0
1880,23.0,Northeast,SaaS,11-50,referral,8,3,5.95,2,140,0,1156.12,0,2
1881,38.0,Northeast,Healthcare,11-50,referral,9,2,4.57,2,77,2,1045.03,0,2
1882,31.0,Northeast,SaaS,11-50,partner,9,0,6.93,3,7,1,558.92,0,1
1883,27.0,South,Manufacturing,201-1000,events,10,6,6.27,0,70,2,752.66,1,2
1884,62.0,Midwest,E-commerce,1000+,ads,7,4,3.34,1,71,1,350.62,0,1
1885,50.0,South,Education,51-200,ads,5,3,8.92,0,28,1,545.84,0,1
1886,27.0,Midwest,,1-10,ads,6,3,4.5,0,69,3,361.76,0,1
1887,51.0,Northeast,E-commerce,11-50,referral,3,2,3.4,2,39,1,0.0,0,1
1888,39.0,West,Finance,1-10,ads,7,2,5.19,1,42,2,326.03,0,1
1889,21.0,Northeast,Education,201-1000,events,8,4,4.54,1,8,0,493.63,0,2
1890,41.0,Northeast,E-commerce,1-10,referral,9,2,5.93,1,78,3,896.12,0,2
1891,27.0,Northeast,E-commerce,1000+,partner,9,7,3.77,1,203,1,604.06,0,0
1892,30.0,West,Manufacturing,51-200,partner,10,2,,0,17,2,311.99,0,1
1893,63.0,South,E-commerce,51-200,events,2,3,9.54,1,31,1,539.84,0,1
1894,54.0,South,E-commerce,201-1000,partner,6,1,,2,6,2,227.2,1,1
1895,24.0,West,Education,1-10,events,7,3,3.32,2,16,3,941.36,1,2
1896,62.0,Northeast,SaaS,201-1000,partner,4,3,4.49,2,64,2,536.1,0,1
1897,47.0,West,Manufacturing,1-10,events,6,3,6.99,2,40,1,933.27,0,2
1898,63.0,Northeast,Manufacturing,201-1000,partner,12,2,2.17,0,100,3,1065.63,0,2
1899,56.0,South,Manufacturing,51-200,events,9,5,,2,39,2,691.79,0,2
1900,35.0,Midwest,E-commerce,1-10,events,6,6,2.88,1,23,3,918.28,0,2
1901,45.0,Midwest,SaaS,201-1000,events,6,3,6.75,2,31,0,232.02,0,1
1902,45.0,West,Healthcare,1-10,ads,9,2,11.26,1,42,3,712.94,0,2
1903,55.0,Northeast,Healthcare,1-10,partner,12,2,3.73,2,1,2,920.18,0,2
1904,30.0,West,Manufacturing,201-1000,events,5,3,8.3,1,16,3,149.61,0,1
1905,35.0,Midwest,Finance,51-200,referral,10,3,5.26,0,67,1,670.52,1,2
1906,30.0,South,Manufacturing,201-1000,web,4,3,,0,101,4,477.99,0,0
1907,33.0,West,Education,51-200,events,9,4,9.94,3,15,1,410.54,0,2
1908,26.0,Northeast,Education,51-200,partner,10,4,11.25,1,17,2,525.64,1,2
1909,19.0,West,SaaS,11-50,ads,8,5,7.41,1,9,3,986.74,1,2
1910,66.0,South,SaaS,1-10,partner,8,3,7.3,0,4,1,334.46,0,1
1911,21.0,South,SaaS,1000+,web,12,3,6.64,3,45,1,536.38,0,2
1912,64.0,Northeast,Finance,1-10,ads,10,6,6.17,0,32,2,396.45,0,1
